repo_full_name,html_url,description,homepage,topics,archived,disabled,is_fork,license_spdx,language,stars,forks,watchers,open_issues,size_kb,created_at,updated_at,pushed_at,days_since_last_commit,days_since_last_update,risk_score,action,risk_flags,why,updated_at_run
ccxt/ccxt,https://github.com/ccxt/ccxt,A cryptocurrency trading API with more than 100 exchanges in JavaScript / TypeScript / Python / C# / PHP / Go ,https://docs.ccxt.com,"altcoin,api,arbitrage,bitcoin,bot,btc,crypto,cryptocurrencies,cryptocurrency,eth,ethereum,exchange,invest,library,market-data,memecoin,merchant,strategy,trade,trading",0,0,0,MIT,Python,41155,8521,41155,1351,6271067,2017-05-14T15:41:56Z,2026-03-02T04:30:13Z,2026-03-01T08:36:19Z,0,0,0,OK,,"Active (last commit 0d ago); 1351 open issues, 41155★",2026-03-02T04:49:16.670186+00:00
Aider-AI/aider,https://github.com/Aider-AI/aider,aider is AI pair programming in your terminal,https://aider.chat/,"anthropic,chatgpt,claude-3,cli,command-line,gemini,gpt-3,gpt-35-turbo,gpt-4,gpt-4o,llama,openai,sonnet",0,0,0,Apache-2.0,Python,41078,3929,41078,1403,140201,2023-05-09T18:57:49Z,2026-03-02T03:51:28Z,2026-02-25T14:19:03Z,4,0,0,OK,,"Active (last commit 4d ago); 1403 open issues, 41078★",2026-03-02T04:49:16.670264+00:00
chubin/cheat.sh,https://github.com/chubin/cheat.sh,the only cheat sheet you need,https://cheat.sh/,"cheatsheet,cli,command-line,curl,documentation,examples,hacktoberfest2021,help,terminal,tldr",0,0,0,MIT,Python,41043,1896,41043,141,4717,2017-05-07T21:40:56Z,2026-03-02T04:21:31Z,2025-12-23T18:48:24Z,68,0,0,OK,,"Active (last commit 68d ago); 141 open issues, 41043★",2026-03-02T04:49:16.670321+00:00
styled-components/styled-components,https://github.com/styled-components/styled-components,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,https://styled-components.com,"css,css-in-js,react,styled-components",0,0,0,MIT,TypeScript,41030,2524,41030,335,36211,2016-08-16T06:41:32Z,2026-03-02T03:17:49Z,2026-02-19T20:40:32Z,10,0,0,OK,,"Active (last commit 10d ago); 335 open issues, 41030★",2026-03-02T04:49:17.531383+00:00
payloadcms/payload,https://github.com/payloadcms/payload,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications.",https://payloadcms.com,"cms,content-management,content-management-system,express,graphql,headless,headless-cms,jamstack,javascript,mit-license,mongodb,nextjs,nodejs,open-source,payload,payloadcms,postgres,react,typescript",0,0,0,MIT,TypeScript,40879,3421,40879,732,178530,2021-01-05T18:49:45Z,2026-03-02T04:15:09Z,2026-03-01T11:07:43Z,0,0,0,OK,,"Active (last commit 0d ago); 732 open issues, 40879★",2026-03-02T04:49:17.531470+00:00
juspay/hyperswitch,https://github.com/juspay/hyperswitch,"An open source payments switch written in Rust to make payments fast, reliable and affordable",https://hyperswitch.io/,"beginner-friendly,featured,finance,hacktoberfest,high-performance,open-source,orchestration,payments,postgresql,redis,restful-api,rust,sdk,works-with-react",0,0,0,Apache-2.0,Rust,40817,4561,40817,1418,285507,2022-10-17T11:18:28Z,2026-03-02T01:46:55Z,2026-03-02T00:41:51Z,0,0,0,OK,,"Active (last commit 0d ago); 1418 open issues, 40817★",2026-03-02T04:49:18.391437+00:00
CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,"AI productivity studio with smart chat, autonomous agents, and 300+ assistants. Unified access to frontier LLMs",https://cherry-ai.com,"ai-agent,claude-code,code-agent,codex,openclaw,opencode,shannon,skills,superpowers,superpowers-core-skills,vibe-coding",0,0,0,AGPL-3.0,TypeScript,40482,3734,40482,660,208872,2024-05-24T01:56:26Z,2026-03-02T04:29:02Z,2026-03-02T03:59:44Z,0,0,0,OK,,"Active (last commit 0d ago); 660 open issues, 40482★",2026-03-02T04:49:17.531562+00:00
zen-browser/desktop,https://github.com/zen-browser/desktop,Welcome to a calmer internet,https://zen-browser.app,"firefox,firefox-based,firefox-browser,zen-browser",0,0,0,MPL-2.0,JavaScript,40367,1350,40367,515,5900931,2024-03-28T00:05:55Z,2026-03-02T04:20:37Z,2026-03-01T23:09:23Z,0,0,0,OK,,"Active (last commit 0d ago); 515 open issues, 40367★",2026-03-02T04:49:17.038892+00:00
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,Chakra UI is a component system for building SaaS products with speed ⚡️,https://chakra-ui.com,"a11y,accessible,ark-ui,chakra-ui,component,css-in-js,dark-mode,design-system,react,react-components,reactjs,styled,ui-components,ui-library,uikit,wai-aria",0,0,0,MIT,TypeScript,40331,3571,40331,23,280996,2019-08-17T14:27:54Z,2026-03-01T19:38:44Z,2026-03-02T01:21:07Z,0,0,0,OK,,"Active (last commit 0d ago); 23 open issues, 40331★",2026-03-02T04:49:17.531650+00:00
jingyaogong/minimind,https://github.com/jingyaogong/minimind,🚀🚀 「大模型」2小时完全从0训练26M的小参数GPT！🌏 Train a 26M-parameter GPT from scratch in just 2h!,https://jingyaogong.github.io/minimind,"artificial-intelligence,large-language-model",0,0,0,Apache-2.0,Python,40171,4845,40171,36,28992,2024-07-27T04:34:12Z,2026-03-02T04:46:54Z,2026-02-06T11:15:32Z,23,0,0,OK,,"Active (last commit 23d ago); 36 open issues, 40171★",2026-03-02T04:49:16.670376+00:00
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,A powerful little TUI framework 🏗,,"cli,elm-architecture,framework,functional,go,golang,hacktoberfest,tui",0,0,0,MIT,Go,40073,1098,40073,154,5842,2020-01-10T21:04:03Z,2026-03-02T03:36:04Z,2026-03-01T00:07:22Z,1,0,0,OK,,"Active (last commit 1d ago); 154 open issues, 40073★",2026-03-02T04:49:17.900584+00:00
evanw/esbuild,https://github.com/evanw/esbuild,An extremely fast bundler for the web,https://esbuild.github.io/,"bundler,commonjs,compiler,css,esm,javascript,jsx,minifier,react,tsx,typescript",0,0,0,MIT,Go,39822,1289,39822,601,20186,2016-06-14T16:08:50Z,2026-03-02T04:08:45Z,2026-02-05T22:03:53Z,24,0,0,OK,,"Active (last commit 24d ago); 601 open issues, 39822★",2026-03-02T04:49:17.900675+00:00
HeyPuter/puter,https://github.com/HeyPuter/puter,"🌐 The Internet Computer! Free, Open-Source, and Self-Hostable.",https://puter.com,"cloud,cloud-os,cloud-storage,desktop,desktop-environment,dropbox,good-first-issue,gui,javascript,nas,open-source,operating-system,os,osjs,puter,remote-desktop,storage,web-desktop,web-os,webtop",0,0,0,AGPL-3.0,JavaScript,39750,3522,39750,189,35563,2024-03-03T01:44:32Z,2026-03-02T04:02:26Z,2026-03-02T04:02:21Z,0,0,0,OK,,"Active (last commit 0d ago); 189 open issues, 39750★",2026-03-02T04:49:17.038945+00:00
trpc/trpc,https://github.com/trpc/trpc,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. ,https://tRPC.io,"api,next,nextjs,prisma,react,typescript",0,0,0,MIT,TypeScript,39639,1494,39639,185,57741,2020-07-18T01:17:11Z,2026-03-02T04:12:37Z,2026-03-01T23:25:52Z,0,0,0,OK,,"Active (last commit 0d ago); 185 open issues, 39639★",2026-03-02T04:49:17.531741+00:00
go-gorm/gorm,https://github.com/go-gorm/gorm,"The fantastic ORM library for Golang, aims to be developer friendly",https://gorm.io,"go,golang,gorm,orm,web",0,0,0,MIT,Go,39632,4143,39632,525,4777,2013-10-25T08:31:38Z,2026-03-02T02:09:13Z,2026-01-31T08:39:40Z,29,0,0,OK,,"Active (last commit 29d ago); 525 open issues, 39632★",2026-03-02T04:49:17.900717+00:00
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,Fabric is an open-source framework for augmenting humans using AI. It provides a modular system for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,https://danielmiessler.com/p/fabric-origin-story,"ai,augmentation,flourishing,life,work",0,0,0,MIT,Go,39410,3934,39410,23,150494,2024-01-03T23:18:31Z,2026-03-02T01:55:15Z,2026-03-01T02:07:53Z,1,0,0,OK,,"Active (last commit 1d ago); 23 open issues, 39410★",2026-03-02T04:49:17.900758+00:00
gofiber/fiber,https://github.com/gofiber/fiber,⚡️ Express inspired web framework written in Go,https://gofiber.io,"express,expressjs,fast,fiber,flexible,framework,friendly,go,golang,hacktoberfest,hacktoberfest2020,nodejs,performance,rest-api,web",0,0,0,MIT,Go,39321,1958,39321,49,34487,2020-01-16T03:59:20Z,2026-03-02T02:18:07Z,2026-02-27T20:55:10Z,2,0,0,OK,,"Active (last commit 2d ago); 49 open issues, 39321★",2026-03-02T04:49:17.900846+00:00
phaserjs/phaser,https://github.com/phaserjs/phaser,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",https://phaser.io,"canvas,discord-activities,facebook-instant-games,game-development,game-frameworks,gamedev,html5-game-development,javascript,phaser,phaser-development,phaserjs,webgl,youtube-playables",0,0,0,MIT,JavaScript,39102,7129,39102,113,465301,2013-04-12T12:27:51Z,2026-03-02T01:48:47Z,2026-03-01T23:36:06Z,0,0,0,OK,,"Active (last commit 0d ago); 113 open issues, 39102★",2026-03-02T04:49:17.039132+00:00
2noise/ChatTTS,https://github.com/2noise/ChatTTS,A generative speech model for daily dialogue.,https://2noise.com,"agent,chat,chatgpt,chattts,chinese,chinese-language,english,english-language,gpt,llm,llm-agent,natural-language-inference,python,text-to-speech,torch,torchaudio,tts",0,0,0,AGPL-3.0,Python,38832,4215,38832,63,10726,2024-05-27T18:26:49Z,2026-03-02T02:38:48Z,2026-01-18T05:30:01Z,42,0,0,OK,,"Active (last commit 42d ago); 63 open issues, 38832★",2026-03-02T04:49:16.670650+00:00
chatboxai/chatbox,https://github.com/chatboxai/chatbox,Powerful AI Client,https://chatboxai.app?utm_medium=github,"assistant,chatbot,chatgpt,claude,copilot,deepseek,gemini,gpt,gpt-5,ollama,openai",0,0,0,GPL-3.0,TypeScript,38716,3916,38716,1053,39901,2023-03-06T12:22:15Z,2026-03-02T03:55:13Z,2026-02-13T15:51:08Z,16,0,0,OK,,"Active (last commit 16d ago); 1053 open issues, 38716★",2026-03-02T04:49:17.531829+00:00
mifi/lossless-cut,https://github.com/mifi/lossless-cut,The swiss army knife of lossless video/audio editing,https://losslesscut.app/,"codec,cut,editor,ffmpeg,lossless,losslesscut,player,video,video-editor,video-files",0,0,0,GPL-2.0,TypeScript,38659,1880,38659,240,27684,2016-10-30T10:49:56Z,2026-03-02T04:43:16Z,2026-03-01T16:04:32Z,0,0,0,OK,,"Active (last commit 0d ago); 240 open issues, 38659★",2026-03-02T04:49:17.531871+00:00
impress/impress.js,https://github.com/impress/impress.js,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,http://impress.js.org,,0,0,0,MIT,JavaScript,38517,6618,38517,59,4390,2011-12-28T22:23:19Z,2026-03-01T21:59:32Z,2026-01-24T15:42:36Z,36,0,0,OK,,"Active (last commit 36d ago); 59 open issues, 38517★",2026-03-02T04:49:17.039225+00:00
preactjs/preact,https://github.com/preactjs/preact,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,https://preactjs.com,"components,dom,jsx,preact,react,vdom,virtual-dom",0,0,0,MIT,JavaScript,38433,2027,38433,147,18403,2015-09-11T02:40:18Z,2026-03-02T03:53:52Z,2026-02-26T07:28:16Z,3,0,0,OK,,"Active (last commit 3d ago); 147 open issues, 38433★",2026-03-02T04:49:17.039287+00:00
agno-agi/agno,https://github.com/agno-agi/agno,"Build, run, manage agentic software at scale.",https://docs.agno.com,"agents,ai,ai-agents,developer-tools,python",0,0,0,Apache-2.0,Python,38316,5075,38316,639,275189,2022-05-04T15:23:02Z,2026-03-02T03:40:21Z,2026-03-01T18:09:18Z,0,0,0,OK,,"Active (last commit 0d ago); 639 open issues, 38316★",2026-03-02T04:49:16.670750+00:00
lapce/lapce,https://github.com/lapce/lapce,Lightning-fast and Powerful Code Editor written in Rust,https://lap.dev/lapce/,"code-editor,developer-tools,rust,text-editor,vim",0,0,0,Apache-2.0,Rust,38111,1238,38111,872,28645,2018-02-06T08:41:06Z,2026-03-02T04:20:57Z,2026-03-02T00:49:39Z,0,0,0,OK,,"Active (last commit 0d ago); 872 open issues, 38111★",2026-03-02T04:49:18.391537+00:00
istio/istio,https://github.com/istio/istio,"Connect, secure, control, and observe services.",https://istio.io,"api-management,circuit-breaker,consul,enforce-policies,envoy,fault-injection,kubernetes,lyft-envoy,microservice,microservices,nomad,polyglot-microservices,proxies,request-routing,resiliency,service-mesh",0,0,0,Apache-2.0,Go,38057,8249,38057,491,291178,2016-11-18T23:57:21Z,2026-03-02T03:22:44Z,2026-03-01T10:10:55Z,0,0,0,OK,,"Active (last commit 0d ago); 491 open issues, 38057★",2026-03-02T04:49:17.900888+00:00
microsoft/qlib,https://github.com/microsoft/qlib,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github",https://qlib.readthedocs.io/en/latest/,"algorithmic-trading,auto-quant,deep-learning,finance,fintech,investment,machine-learning,paper,platform,python,quant,quant-dataset,quant-models,quantitative-finance,quantitative-trading,research,research-paper,stock-data",0,0,0,MIT,Python,38045,5907,38045,356,17945,2020-08-14T06:46:00Z,2026-03-02T03:25:27Z,2026-02-12T13:07:19Z,17,0,0,OK,,"Active (last commit 17d ago); 356 open issues, 38045★",2026-03-02T04:49:16.670846+00:00
Kong/insomnia,https://github.com/Kong/insomnia,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",https://insomnia.rest,"api,api-client,api-design,curl,electron-app,graphql,grpc,http-client,rest-api,websockets",0,0,0,Apache-2.0,TypeScript,37977,2217,37977,815,144004,2016-04-23T03:54:26Z,2026-03-02T01:24:02Z,2026-03-02T04:05:56Z,0,0,0,OK,,"Active (last commit 0d ago); 815 open issues, 37977★",2026-03-02T04:49:17.532004+00:00
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,https://pro.ant.design,"admin,ant-design,antd,antv,boilerplate,dashboard,enterprise,react,umi",0,0,0,MIT,TypeScript,37973,8239,37973,174,33479,2017-08-25T10:40:44Z,2026-03-02T03:55:21Z,2026-02-02T08:01:27Z,27,0,0,OK,,"Active (last commit 27d ago); 174 open issues, 37973★",2026-03-02T04:49:17.532047+00:00
naptha/tesseract.js,https://github.com/naptha/tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,http://tesseract.projectnaptha.com/,"deep-learning,javascript,ocr,tesseract,webassembly",0,0,0,Apache-2.0,JavaScript,37886,2360,37886,41,109984,2015-06-24T02:49:52Z,2026-03-02T03:38:37Z,2026-02-28T02:55:17Z,2,0,0,OK,,"Active (last commit 2d ago); 41 open issues, 37886★",2026-03-02T04:49:17.039338+00:00
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",https://tooljet.com,"ai-app-builder,docker,hacktoberfest,internal-applications,internal-project,internal-tool,internal-tools,javascript,kubernetes,low-code,low-code-development-platform,low-code-framework,no-code,nodejs,reactjs,self-hosted,typescript,web-development-tools,workflow-automation",0,0,0,AGPL-3.0,JavaScript,37529,4957,37529,939,1596662,2021-03-30T08:51:34Z,2026-03-02T03:33:50Z,2026-03-02T04:48:35Z,0,0,0,OK,,"Active (last commit 0d ago); 939 open issues, 37529★",2026-03-02T04:49:17.039427+00:00
RSSNext/Folo,https://github.com/RSSNext/Folo,🧡 Folo is the AI Reader,https://app.folo.is,"ai,reader,rss,rss-reader,rsshub",0,0,0,AGPL-3.0,TypeScript,37445,1983,37445,386,71365,2024-04-08T03:23:35Z,2026-03-02T03:23:02Z,2026-03-01T15:17:10Z,0,0,0,OK,,"Active (last commit 0d ago); 386 open issues, 37445★",2026-03-02T04:49:17.652379+00:00
spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust.",https://spacedrive.com,"cross-platform,distributed-systems,encryption,file-manager,open-source,rust,storage,typescript",0,0,0,AGPL-3.0,Rust,37180,1221,37180,25,259038,2021-09-27T05:09:04Z,2026-03-02T04:31:37Z,2026-02-07T10:59:38Z,22,0,0,OK,,"Active (last commit 22d ago); 25 open issues, 37180★",2026-03-02T04:49:18.391640+00:00
docker/compose,https://github.com/docker/compose,Define and run multi-container applications with Docker,https://docs.docker.com/compose/,"docker,docker-compose,go,golang,orchestration",0,0,0,Apache-2.0,Go,37116,5725,37116,59,27670,2013-12-09T11:40:58Z,2026-03-02T03:21:28Z,2026-02-24T16:28:16Z,5,0,0,OK,,"Active (last commit 5d ago); 59 open issues, 37116★",2026-03-02T04:49:17.900928+00:00
vnpy/vnpy,https://github.com/vnpy/vnpy,基于Python的开源量化交易平台开发框架,http://www.vnpy.com,"algotrading,finance,fintech,investment,python,quant,trading,vnpy",0,0,0,MIT,Python,37103,10991,37103,12,303050,2015-03-02T03:36:58Z,2026-03-02T04:05:16Z,2026-01-14T23:58:50Z,46,0,0,OK,,"Active (last commit 46d ago); 12 open issues, 37103★",2026-03-02T04:49:16.671194+00:00
paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,"A community-supported supercharged document management system: scan, index and archive all your documents",http://docs.paperless-ngx.com/,"angular,archiving,django,dms,document-management,document-management-system,hacktoberfest,machine-learning,ocr,optical-character-recognition,pdf",0,0,0,GPL-3.0,Python,37041,2351,37041,14,180954,2022-02-12T21:56:52Z,2026-03-02T04:32:50Z,2026-03-02T00:47:42Z,0,0,0,OK,,"Active (last commit 0d ago); 14 open issues, 37041★",2026-03-02T04:49:16.671302+00:00
ManimCommunity/manim,https://github.com/ManimCommunity/manim,A community-maintained Python framework for creating mathematical animations. ,https://www.manim.community,"animations,hacktoberfest,manim,math,python",0,0,0,MIT,Python,36987,2687,36987,448,47194,2020-05-19T02:37:13Z,2026-03-02T04:38:09Z,2026-03-01T21:02:48Z,0,0,0,OK,,"Active (last commit 0d ago); 448 open issues, 36987★",2026-03-02T04:49:16.671348+00:00
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,What the f*ck Python? 😱,,"documentation,gotchas,interview-questions,pitfalls,python,python-interview-questions,snippets,wats,wtf",0,0,0,WTFPL,Python,36914,2667,36914,70,1464,2017-08-28T20:22:19Z,2026-03-01T19:48:17Z,2026-01-13T19:49:12Z,47,0,0,OK,,"Active (last commit 47d ago); 70 open issues, 36914★",2026-03-02T04:49:16.671396+00:00
drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,"Free, simple, and intuitive online database diagram editor and SQL generator.",https://drawdb.app,"database-schema,diagram-editor,editor,erd,erdiagram,indexeddb,javascript,mariadb,oracle-database,oracle-db,postgresql,react,sql,sql-server,sqlite,svg,tailwindcss",0,0,0,AGPL-3.0,JavaScript,36803,2877,36803,186,6437,2023-07-16T17:09:20Z,2026-03-02T04:20:34Z,2026-03-01T13:18:26Z,0,0,0,OK,,"Active (last commit 0d ago); 186 open issues, 36803★",2026-03-02T04:49:17.039471+00:00
portainer/portainer,https://github.com/portainer/portainer,Making Docker and Kubernetes management easy.,https://www.portainer.io,"docker,docker-compose,docker-container,docker-deployment,docker-image,docker-swarm,docker-ui,dockerfile,hacktoberfest,kubernetes,moby,portainer,ui",0,0,0,Zlib,TypeScript,36714,2780,36714,719,84369,2016-05-19T20:15:28Z,2026-03-02T04:20:26Z,2026-03-01T13:14:57Z,0,0,0,OK,,"Active (last commit 0d ago); 719 open issues, 36714★",2026-03-02T04:49:17.652605+00:00
roboflow/supervision,https://github.com/roboflow/supervision,We write your reusable computer vision tools. 💜,https://supervision.roboflow.com,"classification,coco,computer-vision,deep-learning,hacktoberfest,image-processing,instance-segmentation,low-code,machine-learning,metrics,object-detection,oriented-bounding-box,pascal-voc,python,pytorch,tensorflow,tracking,video-processing,yolo",0,0,0,MIT,Python,36610,3105,36610,132,2946851,2022-11-28T14:08:44Z,2026-03-02T04:32:21Z,2026-03-02T00:07:59Z,0,0,0,OK,,"Active (last commit 0d ago); 132 open issues, 36610★",2026-03-02T04:49:16.671547+00:00
huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT), MobileNetV4, MobileNet-V3 & V2, RegNet, DPN, CSPNet, Swin Transformer, MaxViT, CoAtNet, ConvNeXt, ",https://huggingface.co/docs/timm,"augmix,convnext,distributed-training,efficientnet,image-classification,imagenet,maxvit,mixnet,mobile-deep-learning,mobilenet-v2,mobilenetv3,nfnets,normalization-free-training,optimizer,pretrained-models,pretrained-weights,pytorch,randaugment,resnet,vision-transformer-models",0,0,0,Apache-2.0,Python,36416,5120,36416,64,30591,2019-02-02T05:51:12Z,2026-03-02T03:45:07Z,2026-02-26T03:15:30Z,4,0,0,OK,,"Active (last commit 4d ago); 64 open issues, 36416★",2026-03-02T04:49:16.671597+00:00
typeorm/typeorm,https://github.com/typeorm/typeorm,"ORM for TypeScript and JavaScript. Supports MySQL, PostgreSQL, MariaDB, SQLite, MS SQL Server, Oracle, SAP Hana, WebSQL databases. Works in NodeJS, Browser, Ionic, Cordova and Electron platforms.",http://typeorm.io,"active-record,cockroachdb,data-mapper,database,electron,hacktoberfest,javascript,mariadb,mysql,oracle,orm,postgresql,react-native,sap,sap-hana,sqlite,sqlserver,typeorm,typescript,websql",0,0,0,MIT,TypeScript,36356,6499,36356,501,35230,2016-02-29T07:41:14Z,2026-03-01T22:03:06Z,2026-03-01T11:58:53Z,0,0,0,OK,,"Active (last commit 0d ago); 501 open issues, 36356★",2026-03-02T04:49:17.652791+00:00
chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。,https://api.chatanywhere.tech,"api,chatgpt,claude,deepseek,gemini,gpt,grok",0,0,0,MIT,Python,36289,2549,36289,59,5569,2023-04-23T12:42:08Z,2026-03-02T04:26:04Z,2026-01-10T15:57:47Z,50,0,0,OK,,"Active (last commit 50d ago); 59 open issues, 36289★",2026-03-02T04:49:16.671643+00:00
lerna/lerna,https://github.com/lerna/lerna,"Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",https://lerna.js.org,"lerna,monorepo,npm,package,publishing",0,0,0,MIT,TypeScript,36087,2276,36087,383,39997,2015-12-04T09:36:55Z,2026-03-02T01:26:23Z,2026-02-28T08:40:33Z,1,0,0,OK,,"Active (last commit 1d ago); 383 open issues, 36087★",2026-03-02T04:49:17.652852+00:00
juanfont/headscale,https://github.com/juanfont/headscale,"An open source, self-hosted implementation of the Tailscale control server",,"tailscale,tailscale-control-server,tailscale-server,wireguard",0,0,0,BSD-3-Clause,Go,35982,1933,35982,116,24082,2020-06-21T09:21:05Z,2026-03-02T04:27:29Z,2026-03-01T12:38:56Z,0,0,0,OK,,"Active (last commit 0d ago); 116 open issues, 35982★",2026-03-02T04:49:17.900969+00:00
nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,An AI SKILL that provide design intelligence for building professional UI/UX multiple platforms,https://www.uupm.cc/,"ai-skills,antigravity,claude,claude-code,codex,command-line,copilot,cursor-ai,html5,kiro,landing-page,mobile-ui,qoder,react,tailwindcss,trae,ui-design,uikit,windsurf-ai",0,0,0,MIT,Python,35971,3527,35971,60,1890,2025-11-30T11:36:31Z,2026-03-02T04:47:10Z,2026-03-02T04:14:35Z,0,0,0,OK,,"Active (last commit 0d ago); 60 open issues, 35971★",2026-03-02T04:49:16.671819+00:00
666ghj/BettaFish,https://github.com/666ghj/BettaFish,微舆：人人可用的多Agent舆情分析助手，打破信息茧房，还原舆情原貌，预测未来走向，辅助决策！从0实现，不依赖任何框架。,https://deepwiki.com/666ghj/BettaFish,"agent-framework,data-analysis,deep-research,deep-search,llms,multi-agent-system,nlp,public-opinion-analysis,python3,sentiment-analysis",0,0,0,GPL-2.0,Python,35956,6866,35956,27,206433,2024-07-01T13:11:38Z,2026-03-02T04:26:58Z,2026-02-11T07:16:53Z,18,0,0,OK,,"Active (last commit 18d ago); 27 open issues, 35956★",2026-03-02T04:49:16.671863+00:00
carbon-app/carbon,https://github.com/carbon-app/carbon,:black_heart: Create and share beautiful images of your source code,https://carbon.now.sh,"beautiful,carbon,education,github-gist,javascript,presentation,sharing,snippets,tweet",0,0,0,MIT,JavaScript,35955,1974,35955,79,21055,2017-06-16T02:50:28Z,2026-03-02T04:06:30Z,2026-02-10T05:07:19Z,19,0,0,OK,,"Active (last commit 19d ago); 79 open issues, 35955★",2026-03-02T04:49:17.039555+00:00
koajs/koa,https://github.com/koajs/koa,Expressive middleware for node.js using ES2017 async functions,https://koajs.com,koa,0,0,0,MIT,JavaScript,35739,3213,35739,26,4168,2013-07-20T18:53:45Z,2026-03-01T21:36:56Z,2026-02-28T03:51:34Z,2,0,0,OK,,"Active (last commit 2d ago); 26 open issues, 35739★",2026-03-02T04:49:17.039597+00:00
fastify/fastify,https://github.com/fastify/fastify,"Fast and low overhead web framework, for Node.js",https://www.fastify.dev,"hacktoberfest,nodejs,performance,speed,webframework",0,0,0,MIT,JavaScript,35713,2599,35713,118,9642,2016-09-28T19:10:14Z,2026-03-02T01:32:31Z,2026-03-01T21:31:37Z,0,0,0,OK,,"Active (last commit 0d ago); 118 open issues, 35713★",2026-03-02T04:49:17.039642+00:00
amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,"A one-of-a-kind resume builder that keeps your privacy in mind. Completely secure, customizable, portable, open-source and free forever. Try it out today!",https://rxresu.me,"better-auth,hacktoberfest,react,resume,resume-builder,self-hosted,tailwindcss,tanstack-start",0,0,0,MIT,TypeScript,35498,3911,35498,45,123568,2020-03-25T14:08:22Z,2026-03-02T03:08:20Z,2026-03-02T01:13:32Z,0,0,0,OK,,"Active (last commit 0d ago); 45 open issues, 35498★",2026-03-02T04:49:17.653031+00:00
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,http://alvarotrigo.com/fullPage/,"fullpage,fullscreen,javascript,jquery,mousewheel,onepage,scrolling,sections,slide,slideshow,snap,swipe",0,0,0,GPL-3.0,JavaScript,35485,7173,35485,127,16981,2013-09-20T11:58:29Z,2026-02-28T08:17:57Z,2026-01-22T17:42:44Z,38,1,0,OK,,"Active (last commit 38d ago); 127 open issues, 35485★",2026-03-02T04:49:17.039733+00:00
umami-software/umami,https://github.com/umami-software/umami,"Umami is a modern, privacy-focused analytics platform. An open-source alternative to Google Analytics, Mixpanel and Amplitude.",https://umami.is,"analytics,audience-segmentation,charts,cohort-analysis,google-analytics,product-analytics,statistics,user-journey,web-analytics",0,0,0,MIT,TypeScript,35466,6548,35466,145,26284,2020-07-17T07:59:00Z,2026-03-02T01:07:44Z,2026-02-28T21:00:09Z,1,0,0,OK,,"Active (last commit 1d ago); 145 open issues, 35466★",2026-03-02T04:49:17.653094+00:00
